,aspd,attack_max,attack_min,base_exp,def_left,def_right,elem_air,elem_angin,elem_api,elem_ghost,elem_holy,elem_netral,elem_racun,elem_shadow,elem_tanah,elem_undead,element,hp,job_exp,level,mdef_left,mdef_right,move_speed,mvp_exp,name,param_100_hit,param_95_flee,param_agi,param_dex,param_int,param_luk,param_str,param_vit,race,range_attack,range_chase,range_sight,size,url
1543,0.35,259,204,1130,71,67,100,100,125,100,150,100,-25,-25,100,0,Undead 1,9540,3735,51,5,68,2.5,0,Elusive Orc Zombie (2723/Elusive Orc Zombie/C5_ORC_ZOMBIE),269,343,17,57,5,5,45,32,Undead,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2723-C5_ORC_ZOMBIE
1544,0.54,176,143,875,52,56,100,90,150,100,100,100,125,100,25,100,Tanah 1,7170,4050,44,3,70,5.0,0,Furious Orc Warrior (2722/Furious Orc Warrior/C4_ORK_WARRIOR),265,295,19,16,15,10,32,24,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2722-C4_ORK_WARRIOR
1545,0.41,279,221,1205,82,65,100,100,125,100,150,100,-25,-25,100,0,Undead 1,10385,3930,53,10,71,5.0,0,Swift Orc Skeleton (2724/Swift Orc Skeleton/C1_ORC_SKELETON),270,312,16,24,5,5,52,24,Undead,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2724-C1_ORC_SKELETON
1546,1.3,548,413,2440,117,117,100,100,100,175,100,0,50,100,100,100,Ghost 3,27150,13380,87,66,163,2.86,0,Furious Noxious (2727/Furious Noxious/C4_NOXIOUS),355,390,58,68,55,50,58,60,Formless,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2727-C4_NOXIOUS
1547,2.31,2242,1570,13890,98,153,100,100,100,0,100,100,100,100,100,100,Netral 4,172690,38250,127,55,213,10.0,0,Dame of Sentinel Ringleader (2726/Dame of Sentinel Ringleader/C3_OBSERVATION),418,540,75,178,55,80,99,52,Angel,2,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2726-C3_OBSERVATION
1548,6.62,778,573,3590,95,118,100,100,100,70,100,100,100,100,100,100,Netral 1,33350,11280,90,48,137,9.09,0,Swift Novus (2729/Swift Novus/C1_NOVUS),355,433,56,108,25,45,74,57,Dragon,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2729-C1_NOVUS
1549,6.62,778,573,3590,95,118,100,100,100,70,100,100,100,100,100,100,Netral 1,33350,11280,90,48,137,9.09,0,Elusive Novus (2728/Elusive Novus/C5_NOVUS),355,433,56,108,25,45,74,57,Dragon,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2728-C5_NOVUS
1550,6.62,778,573,3590,95,118,100,100,100,70,100,100,100,100,100,100,Netral 1,66700,11280,90,48,137,9.09,0,Solid Novus (2730/Solid Novus/C2_NOVUS),355,433,56,108,25,45,74,57,Dragon,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2730-C2_NOVUS
1551,0.82,1545,1105,6105,78,134,50,50,50,25,175,100,0,-50,50,0,Darkness 3,66445,16485,107,37,196,6.06,0,Furious Nightmare Terror (2732/Furious Nightmare Terror/C4_NIGHTMARE_TERROR),383,448,68,106,63,43,118,55,Demon,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/2732-C4_NIGHTMARE_TERROR
1552,0.95,191,154,950,83,59,100,80,175,75,100,100,125,100,0,75,Tanah 2,15200,3255,45,17,66,5.0,0,Solid Orc Lady (2725/Solid Orc Lady/C2_ORC_LADY),257,337,11,57,10,5,36,28,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2725-C2_ORC_LADY
1553,0.55,1274,909,6385,93,133,150,100,200,175,200,100,-100,-100,50,0,Undead 4,77895,20700,110,53,192,5.71,0,Elusive Wraith Dead (Nightmare) (2733/Elusive Wraith Dead (Nightmare)/C5_NG_WRAITH_DEAD),367,454,52,109,55,28,69,47,Undead,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/2733-C5_NG_WRAITH_DEAD
1554,6.62,778,573,3590,95,118,100,100,100,70,100,100,100,100,100,100,Netral 1,33350,11280,90,48,137,9.09,0,Novus Ringleader (2731/Novus Ringleader/C3_NOVUS),355,433,56,108,25,45,74,57,Dragon,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2731-C3_NOVUS
1555,1.49,4429,3072,49535,129,189,90,25,100,100,100,100,125,100,150,100,Angin 1,653410,129210,151,16,227,10.0,0,Furious Wanderer (Nightmare) (2734/Furious Wanderer (Nightmare)/C1_NG_WANDER_MAN),512,617,151,231,39,50,208,76,Demon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2734-C1_NG_WANDER_MAN
1556,0.55,2197,1545,14950,84,171,150,100,200,175,200,100,-100,-100,50,0,Undead 4,456520,44850,133,73,282,6.67,0,Necromancer Ringleader (2736/Necromancer Ringleader/C3_NECROMANCER),393,505,54,137,116,30,108,77,Undead,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2736-C3_NECROMANCER
1557,2.0,1421,1016,8445,25,134,100,100,100,75,100,100,0,25,100,25,Racun 2,150990,16125,114,5,181,1.0,0,Solid Nephentes (2735/Solid Nephentes/C2_NEPENTHES),357,559,32,210,39,59,94,41,Plant,7,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2735-C2_NEPENTHES
1558,0.56,368,281,1275,95,62,100,100,150,125,175,100,-50,-50,100,0,Undead 2,10775,4110,55,3,69,3.33,0,Swift Mummy (2739/Swift Mummy/C1_MUMMY),259,358,4,68,1,0,54,14,Undead,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2739-C1_MUMMY
1559,0.8,161,129,720,50,59,100,100,100,0,100,100,100,100,100,100,Netral 3,4395,2430,39,11,83,2.5,0,Furious Myst Case (2737/Furious Myst Case/C4_MYSTCASE),268,305,24,31,35,25,26,40,Formless,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2737-C4_MYSTCASE
1560,1.49,955,705,5830,114,134,100,90,150,100,100,100,125,100,25,100,Tanah 1,62750,13110,105,43,168,0.5,0,Elusive Muscipular (2738/Elusive Muscipular/C5_MUSCIPULAR),374,412,60,72,37,47,100,58,Plant,3,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2738-C5_MUSCIPULAR
1561,0.51,135,104,360,28,37,100,90,150,100,100,100,125,100,25,100,Tanah 1,2340,1215,23,0,33,3.33,0,Muka Ringleader (2741/Muka Ringleader/C3_MUKA),233,301,9,43,5,5,18,28,Plant,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/2741-C3_MUKA
1562,0.56,368,281,1275,95,62,100,100,150,125,175,100,-50,-50,100,0,Undead 2,21550,4110,55,3,69,3.33,0,Solid Mummy (2740/Solid Mummy/C2_MUMMY),259,358,4,68,1,0,54,14,Undead,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2740-C2_MUMMY
1563,1.74,2995,2082,14275,199,163,100,100,100,75,125,100,50,0,100,0,Darkness 1,319500,24705,132,35,226,9.09,0,Swift Incarnation of Morroc (2744/Swift Incarnation of Morroc/C1_MOROCC_1),430,481,91,114,61,37,126,63,Angel,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/2744-C1_MOROCC_1
1564,1.74,2995,2082,14275,199,163,100,100,100,75,125,100,50,0,100,0,Darkness 1,319500,24705,132,35,226,9.09,0,Elusive Incarnation of Morroc (2743/Elusive Incarnation of Morroc/C5_MOROCC_1),430,481,91,114,61,37,126,63,Angel,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/2743-C5_MOROCC_1
1565,0.71,549,412,3315,82,100,100,80,175,75,100,100,125,100,0,75,Tanah 2,62280,10185,85,16,136,3.33,0,Solid Holden (2745/Solid Holden/C2_MOLE),356,378,65,58,30,31,53,31,Beast,9,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2745-C2_MOLE
1566,0.74,478,359,1425,100,76,175,100,0,75,100,100,125,100,80,75,Api 2,9465,4515,58,10,115,5.0,0,Furious Minorous (2747/Furious Minorous/C4_MINOROUS),317,354,54,61,43,25,65,36,Beast,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/2747-C4_MINOROUS
1567,1.74,2994,2082,14275,199,163,100,100,100,75,125,100,50,0,100,0,Darkness 1,319500,24705,132,35,226,9.09,0,Furious Incarnation of Morroc (2742/Furious Incarnation of Morroc/C4_MOROCC_1),457,481,118,114,61,37,126,63,Angel,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/2742-C4_MOROCC_1
1568,0.52,493,379,3070,57,100,100,100,100,75,125,100,50,0,100,0,Darkness 1,25940,9420,85,19,161,4.0,0,Miyabi Doll Ringleader (2746/Miyabi Doll Ringleader/C3_MIYABI_NINGYO),323,408,30,88,55,40,66,30,Demon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2746-C3_MIYABI_NINGYO
1569,0.74,478,359,1425,100,76,175,100,0,75,100,100,125,100,80,75,Api 2,9465,4515,58,10,115,5.0,0,Elusive Minorous (2748/Elusive Minorous/C5_MINOROUS),305,354,42,61,43,25,65,36,Beast,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/2748-C5_MINOROUS
1570,1.54,1247,886,4010,127,116,100,100,100,50,100,100,100,100,100,100,Netral 2,83000,15195,96,23,170,4.0,0,Solid Mineral (2750/Solid Mineral/C2_MINERAL),367,405,61,74,50,50,70,40,Formless,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2750-C2_MINERAL
1571,0.74,478,359,1425,100,76,175,100,0,75,100,100,125,100,80,75,Api 2,9465,4515,58,10,115,5.0,0,Swift Minorous (2749/Swift Minorous/C1_MINOROUS),305,354,42,61,43,25,65,36,Beast,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/2749-C1_MINOROUS
1572,1.74,1158,849,23075,120,192,100,100,100,70,100,100,100,100,100,100,Netral 1,406000,56700,140,120,252,4.0,0,Miming Ringleader (2751/Miming Ringleader/C3_MIMING),421,575,66,200,77,77,90,105,Formless,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2751-C3_MIMING
1573,1.03,438,327,1275,63,66,100,100,100,0,100,100,100,100,100,100,Netral 3,9695,4110,56,15,85,10.0,0,Furious Mimic (2752/Furious Mimic/C4_MIMIC),412,400,156,109,15,0,49,20,Formless,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2752-C4_MIMIC
1574,1.03,438,327,1275,63,66,100,100,100,0,100,100,100,100,100,100,Netral 3,9695,4110,56,15,85,10.0,0,Elusive Mimic (2753/Elusive Mimic/C5_MIMIC),376,400,120,109,15,0,49,20,Formless,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2753-C5_MIMIC
1575,2.6,409,319,2620,69,105,100,100,100,70,100,100,100,100,100,100,Netral 1,43000,8055,81,28,118,3.33,0,Solid Metaling (2755/Solid Metaling/C2_METALING),312,376,30,60,17,5,58,49,Formless,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2755-C2_METALING
1576,0.59,389,295,1180,72,60,150,100,25,100,100,100,125,100,90,100,Api 1,8435,3795,55,12,68,5.0,0,Swift Metaller (2754/Swift Metaller/C1_METALLER),285,342,24,52,0,31,52,10,Insect,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2754-C1_METALLER
1577,1.09,292,229,1615,62,75,-25,200,70,50,100,100,50,100,100,50,Air 3,14700,5190,60,8,94,4.55,0,Furious Merman (2757/Furious Merman/C4_MERMAN),299,350,37,55,19,10,45,30,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2757-C4_MERMAN
1578,2.6,409,319,2620,69,105,100,100,100,70,100,100,100,100,100,100,Netral 1,21500,8055,81,28,118,3.33,0,Metaling Ringleader (2756/Metaling Ringleader/C3_METALING),312,376,30,60,17,5,58,49,Formless,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2756-C3_METALING
1579,0.58,1093,796,5210,87,134,100,100,100,50,100,100,100,100,100,100,Netral 2,50225,11715,102,66,206,5.56,0,Swift Medusa (2759/Swift Medusa/C1_MEDUSA),373,420,68,83,79,15,99,65,Demon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2759-C1_MEDUSA
1580,0.68,164,131,775,58,53,100,80,175,75,100,100,125,100,0,75,Tanah 2,10560,2625,39,19,63,3.33,0,Solid Martin (2760/Solid Martin/C2_MARTIN),270,304,29,30,15,10,25,28,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2760-C2_MARTIN
1581,2.12,1387,996,20750,79,163,80,0,100,75,100,100,125,100,175,75,Angin 2,411000,61575,143,50,233,6.9,0,Elusive Menblatt (2758/Elusive Menblatt/C5_MENBLATT),417,486,68,108,55,30,70,40,Insect,3,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2758-C5_MENBLATT
1582,0.68,461,354,3965,35,104,100,100,100,175,100,0,50,100,100,100,Ghost 3,35830,15060,90,24,217,3.33,0,Marionette Ringleader (2761/Marionette Ringleader/C3_MARIONETTE),373,411,79,86,105,20,52,28,Demon,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2761-C3_MARIONETTE
1583,0.53,159,126,705,32,42,0,175,80,75,100,100,75,100,100,75,Air 2,4935,2370,37,8,51,2.5,0,Furious Marin (2762/Furious Marin/C4_MARIN),246,302,6,30,5,15,24,10,Plant,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2762-C4_MARIN
1584,0.65,423,328,2125,66,83,150,100,25,100,100,100,125,100,90,100,Api 1,14465,6540,73,43,131,3.33,0,Elusive Marduk (2763/Elusive Marduk/C5_MARDUK),327,387,49,79,40,25,66,21,Demi-Human,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/2763-C5_MARDUK
1585,0.65,388,299,1560,90,77,100,90,150,100,100,100,125,100,25,100,Tanah 1,13595,5010,65,0,86,5.0,0,Swift Mantis (2764/Swift Mantis/C1_MANTIS),301,346,33,46,5,15,55,24,Insect,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2764-C1_MANTIS
1586,0.57,53,44,240,13,15,100,70,200,50,100,100,100,100,-25,50,Tanah 3,1560,540,13,2,21,1.0,0,Solid Mandragora (2765/Solid Mandragora/C2_MANDRAGORA),217,258,3,10,5,5,12,5,Plant,4,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2765-C2_MANDRAGORA
1587,3.57,1335,950,7075,64,129,75,75,75,50,150,100,25,-25,75,0,Darkness 2,102255,25380,107,31,204,10.0,0,Manananggal Ringleader (2766/Manananggal Ringleader/C3_MANANANGGAL),401,417,85,75,71,46,75,45,Demon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2766-C3_MANANANGGAL
1588,0.91,1443,1035,9270,111,139,175,100,0,75,100,100,125,100,80,75,Api 2,59005,19800,107,25,188,4.0,0,Furious Majoruros (2767/Furious Majoruros/C4_MAJORUROS),391,428,75,86,55,49,112,65,Beast,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/2767-C4_MAJORUROS
1589,0.68,1485,1062,7605,190,127,175,100,0,75,100,100,125,100,80,75,Api 2,65395,17115,110,45,184,3.33,0,Swift Magmaring (2769/Swift Magmaring/C1_MAGMARING),347,418,33,73,47,20,107,35,Formless,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2769-C1_MAGMARING
1590,0.95,240,194,1155,51,63,25,175,90,100,100,100,100,100,100,100,Air 1,9920,3705,53,8,116,5.0,0,Elusive Magnolia (2768/Elusive Magnolia/C5_MAGNOLIA),295,319,25,31,50,85,49,21,Demon,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2768-C5_MAGNOLIA
1591,0.69,28,23,90,18,4,100,100,100,0,100,100,100,100,100,100,Netral 3,550,195,3,0,3,5.0,0,Solid Lunatic (2770/Solid Lunatic/C2_LUNATIC),207,246,3,8,0,5,10,3,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2770-C2_LUNATIC
1592,0.69,28,23,90,18,4,100,100,100,0,100,100,100,100,100,100,Netral 3,275,195,3,0,3,5.0,0,Lunatic Ringleader (2771/Lunatic Ringleader/C3_LUNATIC),207,246,3,8,0,5,10,3,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2771-C3_LUNATIC
1593,1.12,603,468,5075,90,128,100,100,125,100,150,100,-25,-25,100,0,Undead 1,57870,11400,101,53,208,6.67,0,Furious Lude (2772/Furious Lude/C4_LUDE),361,419,49,83,82,55,97,55,Undead,2,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2772-C4_LUDE
1594,1.0,1044,761,7365,59,136,90,25,100,100,100,100,125,100,150,100,Angin 1,62330,16245,109,55,168,9.09,0,Elusive Luciola Vespa (2773/Elusive Luciola Vespa/C5_LUCIOLA_VESPA),409,487,89,143,32,59,88,55,Insect,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2773-C5_LUCIOLA_VESPA
1595,1.34,1836,1297,8370,53,132,25,25,25,0,200,100,-25,-100,25,0,Darkness 4,76400,18825,109,44,215,8.0,0,Swift Loli Ruri (2774/Swift Loli Ruri/C1_LOLI_RURI),374,439,50,95,79,79,111,47,Demon,2,10,12,Besar,https://db.idrowiki.org/klasik/monster/2774-C1_LOLI_RURI
1596,2.5,673,504,4495,109,119,100,80,175,75,100,100,125,100,0,75,Tanah 2,87770,12930,92,40,155,2.44,0,Solid Enchanted Peach Tree (2775/Solid Enchanted Peach Tree/C2_LIVE_PEACH_TREE),354,419,52,92,40,50,76,55,Plant,7,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2775-C2_LIVE_PEACH_TREE
1597,2.31,1104,787,24375,51,150,80,0,100,75,100,100,125,100,175,75,Angin 2,425500,58500,142,198,325,6.67,0,Furious Little Fatum (2777/Furious Little Fatum/C4_LITTLE_FATUM),446,599,85,222,148,97,10,17,Demi-Human,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2777-C4_LITTLE_FATUM
1598,0.53,17,14,90,2,1,25,175,90,100,100,100,100,100,100,100,Air 1,200,150,1,5,1,2.5,0,Baby Poring Ringleader (2776/Baby Poring Ringleader/C3_LITTLE_PORING),203,242,1,6,0,5,6,1,Plant,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2776-C3_LITTLE_PORING
1599,0.89,424,329,2930,110,96,100,70,200,50,100,100,100,100,-25,50,Tanah 3,25935,8970,80,37,135,6.06,0,Elusive Jing Guai (2778/Elusive Jing Guai/C5_LI_ME_MANG_RYANG),306,389,22,74,35,20,61,33,Demon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2778-C5_LI_ME_MANG_RYANG
1600,0.79,1478,1049,9500,127,158,100,90,150,100,100,100,125,100,25,100,Tanah 1,240010,30960,118,31,182,5.71,0,Solid Leib Olmai (2780/Solid Leib Olmai/C2_LEIB_OLMAI),358,430,35,77,35,27,72,80,Beast,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/2780-C2_LEIB_OLMAI
1601,0.58,572,429,3315,123,99,100,60,200,25,75,100,75,75,-50,25,Tanah 4,31080,10170,82,30,127,4.35,0,Swift Les (2779/Swift Les/C1_LES),308,379,20,62,25,30,63,35,Plant,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2779-C1_LES
1602,1.04,321,250,1560,88,70,100,90,150,100,100,100,125,100,25,100,Tanah 1,13175,5010,64,16,125,6.67,0,Leaf Cat Ringleader (2781/Leaf Cat Ringleader/C3_LEAF_CAT),285,335,16,36,45,29,46,12,Beast,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2781-C3_LEAF_CAT
1603,0.99,1303,938,6480,84,132,150,100,25,100,100,100,125,100,90,100,Api 1,55265,23580,108,5,165,5.0,0,Swift Kobold Archer (2784/Swift Kobold Archer/C1_KOBOLD_ARCHER),352,467,39,124,30,25,99,48,Demi-Human,9,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2784-C1_KOBOLD_ARCHER
1604,0.97,1225,888,6820,103,137,80,0,100,75,100,100,125,100,175,75,Angin 2,104830,15345,107,25,186,6.67,0,Solid Kobold (2785/Solid Kobold/C2_KOBOLD_1),389,440,76,98,53,30,109,61,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2785-C2_KOBOLD_1
1605,0.8,273,218,1180,79,60,100,90,150,100,100,100,125,100,25,100,Tanah 1,10305,3795,55,8,68,6.06,0,Furious Beetle King (2787/Furious Beetle King/C4_KIND_OF_BEETLE),316,340,61,50,0,0,53,10,Insect,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2787-C4_KIND_OF_BEETLE
1606,0.65,1494,1069,11990,126,155,100,90,150,100,100,100,125,100,25,100,Tanah 1,219500,33900,126,62,213,5.0,0,Knocker Ringleader (2786/Knocker Ringleader/C3_KNOCKER),402,500,62,139,56,70,93,58,Demon,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2786-C3_KNOCKER
1607,1.25,2414,1691,18195,104,167,200,100,-25,50,100,100,100,100,70,50,Api 3,350640,57810,135,70,246,6.67,0,Elusive Kasa (2788/Elusive Kasa/C5_KASA),420,532,74,162,78,55,111,65,Formless,2,10,12,Besar,https://db.idrowiki.org/klasik/monster/2788-C5_KASA
1608,0.72,407,310,1395,83,70,100,100,100,75,125,100,50,0,100,0,Darkness 1,20920,4470,59,5,78,5.0,0,Solid Isis (2790/Solid Isis/C2_ISIS),305,337,43,43,5,15,58,22,Demon,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/2790-C2_ISIS
1609,0.61,385,302,2105,93,88,100,100,100,0,100,100,100,100,100,100,Netral 3,15460,6450,72,29,110,6.45,0,Swift Karakasa (2789/Swift Karakasa/C1_KARAKASA),357,371,73,64,20,60,66,33,Formless,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2789-C1_KARAKASA
1610,1.3,1434,1027,11230,69,145,100,100,100,0,100,100,100,100,100,100,Netral 4,131620,23325,124,19,237,3.33,0,Isilla Ringleader (2791/Isilla Ringleader/C3_ISILLA),404,486,65,127,82,75,90,43,Demi-Human,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2791-C3_ISILLA
1611,1.3,815,600,4720,76,124,75,75,75,50,150,100,25,-25,75,0,Darkness 2,39760,14970,95,31,183,2.5,0,Furious Injustice (2792/Furious Injustice/C4_INJUSTICE),381,418,76,88,65,50,77,58,Undead,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2792-C4_INJUSTICE
1612,9.43,675,500,3300,112,103,100,70,200,50,100,100,100,100,-25,50,Tanah 3,26675,11460,83,39,152,2.25,0,Elusive Mi Gao (2793/Elusive Mi Gao/C5_INCREASE_SOIL),312,412,23,94,49,30,67,41,Formless,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2793-C5_INCREASE_SOIL
1613,1.12,546,416,3525,84,107,100,100,150,125,175,100,-50,-50,100,0,Undead 2,34980,10830,87,43,128,5.56,0,Yao Jun Ringleader (2796/Yao Jun Ringleader/C3_HYEGUN),329,404,38,82,20,20,69,40,Undead,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2796-C3_HYEGUN
1614,2.6,418,328,2940,0,99,-25,200,70,50,100,100,50,100,100,50,Air 3,58900,6675,79,76,158,5.0,0,Solid Iara (2795/Solid Iara/C2_IARA),297,397,14,83,60,20,69,41,Fish,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2795-C2_IARA
1615,1.16,1809,1287,8170,344,149,-25,200,70,50,100,100,50,100,100,50,Air 3,104100,23790,110,11,170,4.0,0,Swift Ice Titan (2794/Swift Ice Titan/C1_ICE_TITAN),369,439,54,94,33,26,133,78,Formless,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/2794-C1_ICE_TITAN
1616,1.04,1603,1144,12210,75,160,50,50,50,25,175,100,0,-50,50,0,Darkness 3,115910,25350,122,25,212,7.14,0,Hodremlin Ringleader (2801/Hodremlin Ringleader/C3_HODREMLIN),400,440,70,83,60,40,106,77,Demon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2801-C3_HODREMLIN
1617,2.6,1449,1024,13050,135,157,100,90,150,100,100,100,125,100,25,100,Tanah 1,255500,36090,130,20,183,5.0,0,Swift Uni-horn Scaraba (2799/Swift Uni-horn Scaraba/C1_HORN_SCARABA),395,464,59,99,21,33,44,55,Insect,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2799-C1_HORN_SCARABA
1618,0.65,133,102,540,52,50,100,90,150,100,100,100,125,100,25,100,Tanah 1,7050,1815,32,8,65,5.0,0,Solid Horn (2800/Solid Horn/C2_HORN),251,288,12,21,25,35,10,36,Insect,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2800-C2_HORN
1619,0.68,380,295,1660,91,84,100,80,175,75,100,100,125,100,0,75,Tanah 2,13380,5325,63,24,83,5.0,0,Furious Hode (2802/Furious Hode/C4_HODE),291,330,20,32,5,40,61,42,Beast,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2802-C4_HODE
1620,0.77,41,35,200,7,13,90,25,100,100,100,100,125,100,150,100,Angin 1,450,450,11,1,18,6.67,0,Elusive Hornet (2798/Elusive Hornet/C5_HORNET),236,252,24,6,5,5,12,4,Insect,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2798-C5_HORNET
1621,1.48,419,311,1585,46,74,80,0,100,75,100,100,125,100,175,75,Angin 2,10250,5100,63,20,103,6.67,0,Furious Hunter Fly (2797/Furious Hunter Fly/C4_HUNTER_FLY),359,398,93,100,25,15,32,22,Insect,1,10,12,Kecil,https://db.idrowiki.org/klasik/monster/2797-C4_HUNTER_FLY
1622,1.98,782,590,5700,90,130,70,-25,100,50,100,100,100,100,200,50,Angin 3,45500,12810,101,37,161,5.88,0,Swift Hill Wind (2804/Swift Hill Wind/C1_HILL_WIND_1),375,432,69,96,35,25,105,59,Beast,3,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2804-C1_HILL_WIND_1
1623,1.98,782,590,5700,90,130,70,-25,100,50,100,100,100,100,200,50,Angin 3,45500,12810,101,37,161,5.88,0,Elusive Hill Wind (2803/Elusive Hill Wind/C5_HILL_WIND_1),375,432,69,96,35,25,105,59,Beast,3,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2803-C5_HILL_WIND_1
1624,0.67,771,566,3020,101,101,175,100,0,75,100,100,125,100,80,75,Api 2,41930,8685,81,45,132,6.67,0,Solid High Orc (2805/Solid High Orc/C2_HIGH_ORC),301,399,16,83,31,20,75,40,Demi-Human,1,10,12,Besar,https://db.idrowiki.org/klasik/monster/2805-C2_HIGH_ORC
1625,1.03,643,480,3300,69,108,70,-25,100,50,100,100,100,100,200,50,Angin 3,22115,11400,83,44,134,6.45,0,Harpy Ringleader (2806/Harpy Ringleader/C3_HARPY),324,443,39,125,31,12,71,50,Demon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2806-C3_HARPY
1626,1.03,643,480,3300,69,108,70,-25,100,50,100,100,100,100,200,50,Angin 3,22115,11400,83,44,134,6.45,0,Furious Harpy (2807/Furious Harpy/C4_HARPY),335,443,50,125,31,12,71,50,Demon,1,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2807-C4_HARPY
1627,0.87,438,329,1275,114,65,175,100,0,75,100,100,125,100,80,75,Api 2,7875,4110,55,30,93,5.0,0,Swift Greatest General (2809/Swift Greatest General/C1_GREATEST_GENERAL),289,318,30,28,25,20,58,20,Formless,3,10,12,Sedang,https://db.idrowiki.org/klasik/monster/2809-C1_GREATEST_GENERAL
